ID,Title,Company,Location,Score,Status,Source,Salary,URL,Matched Skills,Score Reasoning,Scraped At,Applied At,Resume,Cover Letter,Notes
80,Backend Engineer (Node.js),Almedia,Berlin,8.0,scored,indeed,,https://de.indeed.com/rc/clk?jk=ee12c1aafaff3742&bb=nwP3NFodMrfS7MTCKKL-Z-v854KwPThpRUdsp1iODQuvucPZjb1ZNsUlufWBUcOueWmHI2tDNvBiFavLdvg3ZmI1siz4bvVJGYpvDkHF8kHeddP3LOkx0vW_9nDq-Xvp&xkcb=SoBP67M3nrvqUlzCGZ0PbzkdCdPP&fccid=81b5274aba200ed8&vjs=3,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, ReactJS (dashboards, admin panels), GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), Databases orchestration","The candidate's technical skills match the role requirements closely, and their experience is suitable for the position.",2026-02-13T19:12:07.525814,,,,
78,Backend Engineer,noventive - IP securely protected,80992 München,8.0,scored,indeed,,https://de.indeed.com/rc/clk?jk=e2241891e6312e84&bb=nwP3NFodMrfS7MTCKKL-Z2D8MUEXLMQAUbb475tzSiHPZaERGJ_uE5BynflDfvxIOS43x1czr3BswAorFva0fwaBaVlPyU07tOeetR8IP1Vwe8lz0j-Dea4g71H1P0VH&xkcb=SoB167M3nrvqUlzCGZ0JbzkdCdPP&fccid=97359a777a029287&vjs=3,"C#, Node.js, Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, JWT, OAuth2","Excellent technical skill match (40/40), seniority fit (20/20), role type alignment (15/20), location compatibility (0/10) and moderate growth potential (5/10)",2026-02-13T19:12:07.520771,,,,
77,Backend Engineer,Trading212,Hybrides Arbeiten in Berlin,8.0,scored,indeed,,https://de.indeed.com/rc/clk?jk=b03a0fcf3951e333&bb=nwP3NFodMrfS7MTCKKL-Z85hxPS5y3H7uV133AzkitO7SX8PH0_0lc74UBRGU0GBGdLR2pZtXhNLm6waVOpN8GIN2Q8N0EcE_jfU-ZPNdv4LwlgIG07FhWpyzpmdVDmN&xkcb=SoDo67M3nrvqUlzCGZ0KbzkdCdPP&fccid=2822b28e50f5649f&vjs=3,"C#, Node.js (JavaScript/TypeScript), Python, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends.","Excellent match in technical skills, seniority, and role type alignment",2026-02-13T19:12:07.518265,,,,
76,Sr. Sofware Engineer (Backend),vCluster Labs,Homeoffice in Berlin,8.0,scored,indeed,,https://de.indeed.com/rc/clk?jk=3b0f74281ab03041&bb=nwP3NFodMrfS7MTCKKL-Z0cXftP68n4fo2brCLuuWAFYtkCnee9McUvZw8008AcjMVYFEzzFnNmkX-1i5lelrQAnjfdD8t1bDVqEwxrdBhGbz_A-DXcNCYD0TNfeY3mn&xkcb=SoBc67M3nrvqUlzCGZ0LbzkdCdPP&fccid=0481311f715b9140&vjs=3,"Node.js (JavaScript/TypeScript), Python, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB","Strong technical match and seniority fit, suitable location, but unclear growth potential",2026-02-13T19:12:07.516264,,,,
75,"Backend Software Engineer (Wallet), TikTok - Singapore",TikTok,"Singapore, Singapore",8.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/backend-software-engineer-wallet-tiktok-singapore-at-tiktok-4365863792,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), Databases orchestration, workflow automation, conversational backends, MySQL, PostgreSQL, MongoDB","Strong technical match, suitable seniority fit, and good role type alignment.",2026-02-13T19:11:39.303126,,,,
73,"Backend Engineer, Paid Ads - Advertiser Platform (Campus Recruitment 2026)",Shopee,"Singapore, Singapore",8.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/backend-engineer-paid-ads-advertiser-platform-campus-recruitment-2026-at-shopee-4287521187,"Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS (dashboards, admin panels, internal tools), LLM integration (Azure GPT/OpenAI), RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security",Highly skilled in backend development and GenAI with strong match for role requirements,2026-02-13T19:11:39.302117,,,,
72,Back-End API Developer,Frontline Data Solutions,Singapore,8.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/back-end-api-developer-at-frontline-data-solutions-4368450169,"C#, Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends, MySQL, PostgreSQL, MongoDB","High technical skill match due to extensive backend development experience and relevant technologies like Node.js, Express.js, Python, and REST APIs.",2026-02-13T19:11:39.302117,,,,
70,Backend Engineer (Python/Node.js),Crypto.com,"Singapore, Singapore",8.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/backend-engineer-python-node-js-at-crypto-com-4354278180,"Node.js (JavaScript/TypeScript), Express.js, Python, REST APIs, WebSockets, microservices, RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB","Strong technical skill match, suitable seniority fit and location compatibility.",2026-02-13T19:11:39.301115,,,,
69,Backend Engineer,Coffee Meets Bagel,"Singapore, Singapore",8.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/backend-engineer-at-coffee-meets-bagel-4353892437,"Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, JWT, OAuth2","Strong technical match with relevant backend experience and skills, suitable seniority level, and aligns with company's tech stack.",2026-02-13T19:11:39.301115,,,,
66,Backend Developer,AvePoint,Singapore,8.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/backend-developer-at-avepoint-4256725863,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), JWT, OAuth2, role-based access control, secure payments logging","Excellent technical match and seniority fit, suitable location for remote work, good growth potential",2026-02-13T19:11:39.300115,,,,
65,Back End Developer,LTIMindtree,"Singapore, Singapore",8.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/back-end-developer-at-ltimindtree-4366436009,"Node.js,Python,REST APIs,WebSockets,microservices,event-driven systems,Linux,Docker,Cloud & DevOps,AWS","Candidate's technical skills align well with the role, including Node.js and Python experience. Seniority fit is also suitable. However, location might require relocation.",2026-02-13T19:11:39.300115,,,,
64,"Software Engineer, Backend",Grab,"Singapore, Singapore",8.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/software-engineer-backend-at-grab-4370791591,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB","Strong technical match and seniority fit, suitable location, but unclear growth potential due to lack of job description.",2026-02-13T19:11:39.299107,,,,
63,"Backend Software Engineer, Manus",Meta,Singapore,8.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/backend-software-engineer-manus-at-meta-4361890321,"C#, Node.js (JavaScript/TypeScript), Python, Express.js, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security",High score due to strong technical skill match and seniority fit.,2026-02-13T19:11:39.299107,,,,
62,Full Stack Developer ( Junior ),Vertis,"Singapore, Singapore",8.0,scored,linkedin,,https://sg.linkedin.com/jobs/view/full-stack-developer-junior-at-vertis-4371340263,"Node.js (JavaScript/TypeScript), Python, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, JWT, OAuth2","Good match on technical skills and seniority fit, but location might require relocation.",2026-02-13T19:11:39.299107,,,,
60,Junior Full Stack Developer,Goldilock Secure,"Wolverhampton, England, United Kingdom",8.0,scored,linkedin,,https://uk.linkedin.com/jobs/view/junior-full-stack-developer-at-goldilock-secure-4366649466,"Node.js, JavaScript/TypeScript, Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB","Candidate has excellent technical skill match, seniority fit is moderate due to more experience than required, role type alignment is good but not perfect, location compatibility is poor due to distance and relocation needed, growth potential is unknown.",2026-02-13T19:11:21.697410,,,,
58,Backend Engineer,Kallikor,"London, England, United Kingdom",8.0,scored,linkedin,,https://uk.linkedin.com/jobs/view/backend-engineer-at-kallikor-4359960581,"Node.js, Express.js, Python, REST APIs, WebSockets, ReactJS, GenAl & Al Agents, LLM integration, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security, AWS, Docker, Linux, CI/CD","Excellent technical match, seniority fit, and role type alignment.",2026-02-13T19:11:21.696411,,,,
57,Junior Full Stack Engineer,Paydock,"Manchester Area, United Kingdom",8.0,scored,linkedin,,https://uk.linkedin.com/jobs/view/junior-full-stack-engineer-at-paydock-4365475008,"C#, Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS (dashboards, admin panels, internal tools), MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security","Strong match for Backend/Full-stack/SDE roles, suitable experience and location but might be overqualified for Junior role",2026-02-13T19:11:21.696411,,,,
54,Backend Engineer,Boam AI,"London, England, United Kingdom",8.0,scored,linkedin,,https://uk.linkedin.com/jobs/view/backend-engineer-at-boam-ai-4362731235,"C#, Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, LLM integration (Azure GPT/OpenAI), Databases orchestration, workflow automation, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security","The candidate has a strong match in terms of technical skills, seniority, and role type alignment.",2026-02-13T19:11:21.695411,,,,
53,Backend Engineer,nsave,"London, England, United Kingdom",8.0,scored,linkedin,,https://uk.linkedin.com/jobs/view/backend-engineer-at-nsave-4303877039,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), RAG, Al agents, prompt",Excellent technical skill match and seniority fit for a Backend Engineer role.,2026-02-13T19:11:21.695411,,,,
51,Backend Engineer,Terra API,"London, England, United Kingdom",8.0,scored,linkedin,,https://uk.linkedin.com/jobs/view/backend-engineer-at-terra-api-4128198513,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, ReactJS (dashboards, admin panels, internal tools), GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), JWT, OAuth2",Highly suitable candidate with extensive technical skills matching the role requirements.,2026-02-13T19:11:21.695411,,,,
50,Senior Backend Software Engineer - London,Teleport,"London, England, United Kingdom",8.0,scored,linkedin,,https://uk.linkedin.com/jobs/view/senior-backend-software-engineer-london-at-teleport-4370937700,"C#, Node.js (JavaScript/TypeScript), Python, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, LLM integration (Azure GPT/OpenAI), Databases orchestration, workflow automation","High technical skill match due to Node.js, Express.js, Python experience and GenAI expertise.",2026-02-13T19:11:21.694410,,,,
47,Software Engineer (Backend),hackajob,"London, England, United Kingdom",8.0,scored,linkedin,,https://uk.linkedin.com/jobs/view/software-engineer-backend-at-hackajob-4367020264,"C#, Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, Databases orchestration, workflow automation, conversational backends","Candidate has a strong match in technical skills (40/40), seniority fit is good for 5+ years experience, and role type alignment is excellent as it's Backend/Full-stack/SDE role.",2026-02-13T19:11:21.694410,,,,
46,"Software Engineer, Backend",DoorDash,"London, England, United Kingdom",8.0,scored,linkedin,,https://uk.linkedin.com/jobs/view/software-engineer-backend-at-doordash-4296369615,"C#, Node.js (JavaScript/TypeScript), Python, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB","High technical skill match due to C#, Node.js (JavaScript/TypeScript), Python, and related skills.",2026-02-13T19:11:21.693410,,,,
43,Backend Developer,OWOW,"Eindhoven, North Brabant, Netherlands",8.0,scored,linkedin,,https://nl.linkedin.com/jobs/view/backend-developer-at-owow-4369326102,"Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI)",Strong match in technical skills and seniority fit,2026-02-13T19:11:07.846376,,,,
41,Full Stack Software Engineer,Lightdash,Netherlands,8.0,scored,linkedin,,https://nl.linkedin.com/jobs/view/full-stack-software-engineer-at-lightdash-4113906481,"Node.js (JavaScript/TypeScript), Express.js, Python, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI)","Strong technical match, suitable seniority level and location compatibility, growth potential in an AI/ML environment",2026-02-13T19:11:07.846376,,,,
40,Backend Developer (Billing Team),TripleTen,"Amsterdam, North Holland, Netherlands",8.0,scored,linkedin,,https://nl.linkedin.com/jobs/view/backend-developer-billing-team-at-tripleten-4361540603,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, GenAl & Al Agents","High technical skill match due to extensive backend experience and relevant skills in Node.js, Express.js, Python, REST APIs, WebSockets, microservices, and GenAl & Al Agents.",2026-02-13T19:11:07.846376,,,,
39,Backend Engineer (Various Levels),Solvimon,"Utrecht, Utrecht, Netherlands",8.0,scored,linkedin,,https://nl.linkedin.com/jobs/view/backend-engineer-various-levels-at-solvimon-4135519634,"C#, Node.js, Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI), RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security, AWS, DigitalOcean, Docker, Linux, CI/CD, monitoring, JWT, OAuth2, role-based access control, secure payments logging","High technical skill match, suitable seniority fit and role type alignment, location compatibility is acceptable for remote work, but growth potential might be limited due to company not specified.",2026-02-13T19:11:07.846376,,,,
37,Full Stack Engineer,Salento,"Utrecht, Netherlands",8.0,scored,linkedin,,https://nl.linkedin.com/jobs/view/full-stack-engineer-at-salento-4368368587,"C#, Node.js, Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, ReactJS, Databases orchestration, workflow automation, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security, AWS, DigitalOcean, Docker, Linux, CI/CD","Strong match in technical skills, seniority, and role type alignment, but location is a compromise for some candidates",2026-02-13T19:11:07.845370,,,,
36,Backend Engineer (Junior / Medior Level),Solvimon,"Utrecht, Utrecht, Netherlands",8.0,scored,linkedin,,https://nl.linkedin.com/jobs/view/backend-engineer-junior-medior-level-at-solvimon-4273341609,"Node.js, Express.js, FastAPI, REST APIs, WebSockets, ReactJS, microservices, event-driven systems, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security","The candidate's technical skills closely match the requirements for a Backend Engineer role. Pratik Lad has extensive experience in Node.js, Python, and PHP, which are relevant programming languages for this position.",2026-02-13T19:11:07.845370,,,,
35,Medior Backend Engineer (Python),Sendcloud,Eindhoven Area,8.0,scored,linkedin,,https://nl.linkedin.com/jobs/view/medior-backend-engineer-python-at-sendcloud-4370996692,"Python, Node.js (JavaScript/TypeScript), REST APIs, WebSockets, microservices, event-driven systems, ReactJS, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security, AWS, Docker, Linux","Candidate has relevant technical skills for the Backend role, strong seniority fit and location compatibility is a potential issue.",2026-02-13T19:11:07.844359,,,,
34,Back End Developer,GeekSoft Consulting,"Eindhoven, North Brabant, Netherlands",8.0,scored,linkedin,,https://nl.linkedin.com/jobs/view/back-end-developer-at-geeksoft-consulting-4369115232,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, RAG, Al agents, Databases orchestration, workflow automation, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security","Strong match in technical skills (Node.js, Express.js, Python), seniority fit is good, role type alignment is perfect (Backend/SDE), location compatibility is moderate due to relocation required, growth potential is high",2026-02-13T19:11:07.844359,,,,
33,Backend Developer,Nabu Casa,"Amsterdam, North Holland, Netherlands",8.0,scored,linkedin,,https://nl.linkedin.com/jobs/view/backend-developer-at-nabu-casa-4366350976,"Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, RAG, databases orchestration, workflow automation",High technical skill match and seniority fit.,2026-02-13T19:11:07.844359,,,,
31,Backend Software Engineer,Booking.com,"Amsterdam, North Holland, Netherlands",8.0,scored,linkedin,,https://nl.linkedin.com/jobs/view/backend-software-engineer-at-booking-com-4216534307,"C#, Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration (Azure GPT/OpenAI)","The candidate has an excellent match in terms of technical skills and seniority. The role is a Backend Software Engineer position at Booking.com, which aligns with their experience and expertise.",2026-02-13T19:11:07.843359,,,,
30,Backend Engineer,Bolt,"Berlin, Berlin, Germany",8.0,scored,linkedin,,https://de.linkedin.com/jobs/view/backend-engineer-at-bolt-4362257835,"Node.js (JavaScript/TypeScript), Express.js, FastAPI, Python, REST APIs, WebSockets, ReactJS, GenAl & Al Agents, LLM integration","Excellent match in technical skills, seniority fit and role type alignment.",2026-02-13T19:10:54.963393,,,,
29,Backend Engineer (all levels),FarmAct,"Augsburg, Bavaria, Germany",8.0,scored,linkedin,,https://de.linkedin.com/jobs/view/backend-engineer-all-levels-at-farmact-4356202295,"Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, MySQL, PostgreSQL, MongoDB, Cloud & DevOps","Strong technical match due to broad skill set, suitable seniority, and role type alignment. Concerns around location are mitigated by potential remote work.",2026-02-13T19:10:54.963393,,,,
28,Backend Engineer,Langfuse,"Berlin, Berlin, Germany",8.0,scored,linkedin,,https://de.linkedin.com/jobs/view/backend-engineer-at-langfuse-4095596256,"C#, Node.js (JavaScript/TypeScript), Python, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, RAG, Al agents, prompt, Databases orchestration, workflow automation, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security","Strong technical match with a good seniority fit, suitable location and decent growth potential",2026-02-13T19:10:54.963393,,,,
27,Backend Developer (Mid-Level) (m/w/d),Octopus Energy,"Munich, Bavaria, Germany",8.0,scored,linkedin,,https://de.linkedin.com/jobs/view/backend-developer-mid-level-m-w-d-at-octopus-energy-4371728005,"Node.js (JavaScript/TypeScript), Express.js, Python, REST APIs, WebSockets, ReactJS, GenAl & Al Agents, LLM integration, Databases orchestration, Cloud & DevOps, Security, AWS, DigitalOcean, Docker, Linux, CI/CD","High technical skill match and seniority fit, suitable location and growth potential",2026-02-13T19:10:54.963393,,,,
25,Backend Engineer (Node.js),Almedia,"Berlin, Berlin, Germany",8.0,scored,linkedin,,https://de.linkedin.com/jobs/view/backend-engineer-node-js-at-almedia-4365465072,"Node.js (JavaScript/TypeScript), Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, LLM integration (Azure GPT/OpenAI)",Strong match in technical skills and role type alignment. Seniority fit is acceptable given the candidate's experience.,2026-02-13T19:10:54.962393,,,,
23,Full Stack Engineer,JUNA Technologies,"Berlin, Berlin, Germany",8.0,scored,linkedin,,https://de.linkedin.com/jobs/view/full-stack-engineer-at-juna-technologies-4288229912,"Node.js (JavaScript/TypeScript), Express.js, Python, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, RAG, Databases orchestration, workflow automation, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security","Strong technical skills match, seniority fit, and role type alignment.",2026-02-13T19:10:54.962393,,,,
20,"Junior Full Stack Developer, Python + React (m/f/d)",Preisenergie,"Munich, Bavaria, Germany",8.0,scored,linkedin,,https://de.linkedin.com/jobs/view/junior-full-stack-developer-python-%2B-react-m-f-d-at-preisenergie-4309559299,"Python, ReactJS (dashboards, admin panels), REST APIs, WebSockets, microservices, event-driven systems, RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security",Strong technical skill match for Python and React skills; slightly mismatched seniority level but acceptable for a junior role; aligns well with Backend/Full-stack roles; location compatibility not an issue as Pratik can relocate,2026-02-13T19:10:54.961371,,,,
19,Backend Engineer,Boam AI,"Berlin, Berlin, Germany",8.0,scored,linkedin,,https://de.linkedin.com/jobs/view/backend-engineer-at-boam-ai-4362722831,"C#, Node.js (JavaScript/TypeScript), Python, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, RAG, Databases orchestration","High technical skill match, seniority fit, and role type alignment. Location compatibility is acceptable for remote work.",2026-02-13T19:10:54.961371,,,,
18,Junior Backend Engineer (m/f/x),Travelcircus,"Berlin, Berlin, Germany",8.0,scored,linkedin,,https://de.linkedin.com/jobs/view/junior-backend-engineer-m-f-x-at-travelcircus-4361481094,"Node.js (JavaScript/TypeScript), Python, REST APIs, WebSockets, microservices, event-driven systems, Express.js, FastAPI, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security","Strong technical match and seniority fit, but some concerns about growth potential due to junior role.",2026-02-13T19:10:54.960815,,,,
16,Full-time Backend Developer (f/m/d),VAARHAFT,"Hamburg, Hamburg, Germany",8.0,scored,linkedin,,https://de.linkedin.com/jobs/view/full-time-backend-developer-f-m-d-at-vaarhaft-4362276428,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security",High technical skill match due to extensive backend experience and GenAI expertise. Seniority fit is good. Role type alignment is perfect as it's a Backend Developer position. Location compatibility is acceptable considering remote work options. Growth potential seems reasonable.,2026-02-13T19:10:54.959815,,,,
13,SDE 1 & 2 - Backend,CloudSEK,"Bengaluru, Karnataka, India",8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/sde-1-2-backend-at-cloudsek-4343723743,"C#, Node.js, Python, REST APIs, WebSockets, microservices, ReactJS, GenAl & Al Agents, LLM integration, Databases orchestration, workflow automation, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security, AWS, DigitalOcean, Docker, Linux, CI/CD","High technical skill match, seniority fit, and role type alignment",2026-02-13T19:10:40.997873,,,,
12,HDFC Securities - Backend Developer - Java/Golang,HDFC securities,"Bengaluru, Karnataka, India",8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/hdfc-securities-backend-developer-java-golang-at-hdfc-securities-4335926098,"Node.js, Express.js, Python, REST APIs, WebSockets, microservices, ReactJS (dashboards), GenAl & Al Agents, LLM integration, Databases orchestration, workflow automation",High score due to strong technical skill match and seniority fit.,2026-02-13T19:10:40.997873,,,,
11,Full Stack Developer,Deloitte,"Bengaluru, Karnataka, India",8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/full-stack-developer-at-deloitte-4349600916,"Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, LLM integration (Azure GPT/OpenAI), RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends., MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security",High score due to excellent technical skill match and seniority fit.,2026-02-13T19:10:40.997873,,,,
10,Full Stack Developer - 1,NxtWave,"Hyderabad, Telangana, India",8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/full-stack-developer-1-at-nxtwave-4304149179,"Node.js (JavaScript/TypeScript), Python, Express.js, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security, AWS, DigitalOcean, Docker, Linux, CI/CD",Strong technical skill match with expertise in backend development and GenAI,2026-02-13T19:10:40.996873,,,,
9,Backend Software Development Engineer,Cisco,"Bengaluru, Karnataka, India",8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/backend-software-development-engineer-at-cisco-4328631029,"C#, Node.js (JavaScript/TypeScript), Python, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends.","High technical skill match, seniority fit, and role type alignment.",2026-02-13T19:10:40.996873,,,,
7,Full Stack Developer,Zensoft Services,"Pune, Maharashtra, India",8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/full-stack-developer-at-zensoft-services-4370972288,"C#, Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, ReactJS, microservices, event-driven systems, MySQL, PostgreSQL, MongoDB, Cloud & DevOps, Security, AWS, DigitalOcean, Docker, Linux, CI/CD, monitoring, JWT, OAuth2, role-based access control",Strong technical match with emphasis on backend skills and experience,2026-02-13T19:10:40.995873,,,,
6,Backend Developer - SDE 2,Groww,Greater Bengaluru Area,8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/backend-developer-sde-2-at-groww-4362563201,"C#, Node.js (JavaScript/TypeScript), Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, microservices, event-driven systems, ReactJS, GenAl & Al Agents, LLM integration, RAG, Al agents, prompt, Databases orchestration, workflow automation, conversational backends.","Candidate's technical skills are a strong match for the role (40%). Seniority is appropriate for 5+ years of experience (20%). Role type aligns perfectly as Backend/Full-stack/SDE roles (20%). Location compatibility is high since candidate is already in Bengaluru (10%). Growth potential seems decent, but could be improved with more context on company growth and career development opportunities (10%).",2026-02-13T19:10:40.995873,,,,
4,Software Engineer- Python & Devops,Apple,"Hyderabad, Telangana, India",8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/software-engineer-python-devops-at-apple-4359295243,"Python, Docker, Linux, CI/CD, monitoring",High technical skill match due to Python experience and DevOps skills. Seniority fit is good as candidate has 5+ years of experience.,2026-02-13T19:10:40.995873,,,,
3,Backend Developer SDE 1,Groww,Greater Bengaluru Area,8.0,scored,linkedin,,https://in.linkedin.com/jobs/view/backend-developer-sde-1-at-groww-4362545178,"C#, Node.js, Python, PHP, Ruby, Express.js, FastAPI, REST APIs, WebSockets, ReactJS, Databases orchestration, workflow automation, Cloud & DevOps, Security, AWS, DigitalOcean, Docker, Linux, CI/CD, JWT, OAuth2",High technical skill match due to backend development experience and knowledge of multiple technologies. Role type alignment is also good as it matches a Backend/Full-stack/SDE role.,2026-02-13T19:10:40.994878,,,,
